variable,family
"PM[R4,R3,P011]",PM
"PM[R1,R4,P011]",PM
"PM[R2,R4,P011]",PM
"PM[R3,R4,P011]",PM
"PM[R4,R4,P011]",PM
"PM[R1,R1,P012]",PM
"PM[R2,R1,P012]",PM
"PM[R3,R1,P012]",PM
"PM[R4,R1,P012]",PM
"PM[R1,R2,P012]",PM
"PM[R2,R2,P012]",PM
"PM[R3,R2,P012]",PM
"PM[R4,R2,P012]",PM
"PM[R1,R3,P012]",PM
"PM[R2,R3,P012]",PM
"PM[R3,R3,P012]",PM
"PM[R4,R3,P012]",PM
"PM[R1,R4,P012]",PM
"PM[R2,R4,P012]",PM
"PM[R3,R4,P012]",PM
"PM[R4,R4,P012]",PM
"PM[R1,R1,P013]",PM
"PM[R2,R1,P013]",PM
"PM[R3,R1,P013]",PM
"PM[R4,R1,P013]",PM
"PM[R1,R2,P013]",PM
"PM[R2,R2,P013]",PM
"PM[R3,R2,P013]",PM
"PM[R4,R2,P013]",PM
"PM[R1,R3,P013]",PM
"PM[R2,R3,P013]",PM
"PM[R3,R3,P013]",PM
"PM[R4,R3,P013]",PM
"PM[R1,R4,P013]",PM
"PM[R2,R4,P013]",PM
"PM[R3,R4,P013]",PM
"PM[R4,R4,P013]",PM
"PM[R1,R1,P014]",PM
"PM[R2,R1,P014]",PM
"PM[R3,R1,P014]",PM
"PM[R4,R1,P014]",PM
"PM[R1,R2,P014]",PM
"PM[R2,R2,P014]",PM
"PM[R3,R2,P014]",PM
"PM[R4,R2,P014]",PM
"PM[R1,R3,P014]",PM
"PM[R2,R3,P014]",PM
"PM[R3,R3,P014]",PM
"PM[R4,R3,P014]",PM
"PM[R1,R4,P014]",PM
"PM[R2,R4,P014]",PM
"PM[R3,R4,P014]",PM
"PM[R4,R4,P014]",PM
"PM[R1,R1,P015]",PM
"PM[R2,R1,P015]",PM
"PM[R3,R1,P015]",PM
"PM[R4,R1,P015]",PM
"PM[R1,R2,P015]",PM
"PM[R2,R2,P015]",PM
"PM[R3,R2,P015]",PM
"PM[R4,R2,P015]",PM
"PM[R1,R3,P015]",PM
"PM[R2,R3,P015]",PM
"PM[R3,R3,P015]",PM
"PM[R4,R3,P015]",PM
"PM[R1,R4,P015]",PM
"PM[R2,R4,P015]",PM
"PM[R3,R4,P015]",PM
"PM[R4,R4,P015]",PM
"PM[R1,R1,P016]",PM
"PM[R2,R1,P016]",PM
"PM[R3,R1,P016]",PM
"PM[R4,R1,P016]",PM
"PM[R1,R2,P016]",PM
"PM[R2,R2,P016]",PM
"PM[R3,R2,P016]",PM
"PM[R4,R2,P016]",PM
"PM[R1,R3,P016]",PM
"PM[R2,R3,P016]",PM
"PM[R3,R3,P016]",PM
"PM[R4,R3,P016]",PM
"PM[R1,R4,P016]",PM
"PM[R2,R4,P016]",PM
"PM[R3,R4,P016]",PM
"PM[R4,R4,P016]",PM
"PM[R1,R1,P017]",PM
"PM[R2,R1,P017]",PM
"PM[R3,R1,P017]",PM
"PM[R4,R1,P017]",PM
"PM[R1,R2,P017]",PM
"PM[R2,R2,P017]",PM
"PM[R3,R2,P017]",PM
"PM[R4,R2,P017]",PM
"PM[R1,R3,P017]",PM
"PM[R2,R3,P017]",PM
"PM[R3,R3,P017]",PM
"PM[R4,R3,P017]",PM
"PM[R1,R4,P017]",PM
"PM[R2,R4,P017]",PM
"PM[R3,R4,P017]",PM
"PM[R4,R4,P017]",PM
"PM[R1,R1,P018]",PM
"PM[R2,R1,P018]",PM
"PM[R3,R1,P018]",PM
"PM[R4,R1,P018]",PM
"PM[R1,R2,P018]",PM
"PM[R2,R2,P018]",PM
"PM[R3,R2,P018]",PM
"PM[R4,R2,P018]",PM
"PM[R1,R3,P018]",PM
"PM[R2,R3,P018]",PM
"PM[R3,R3,P018]",PM
"PM[R4,R3,P018]",PM
"PM[R1,R4,P018]",PM
"PM[R2,R4,P018]",PM
"PM[R3,R4,P018]",PM
"PM[R4,R4,P018]",PM
"PM[R1,R1,P019]",PM
"PM[R2,R1,P019]",PM
"PM[R3,R1,P019]",PM
"PM[R4,R1,P019]",PM
"PM[R1,R2,P019]",PM
"PM[R2,R2,P019]",PM
"PM[R3,R2,P019]",PM
"PM[R4,R2,P019]",PM
"PM[R1,R3,P019]",PM
"PM[R2,R3,P019]",PM
"PM[R3,R3,P019]",PM
"PM[R4,R3,P019]",PM
"PM[R1,R4,P019]",PM
"PM[R2,R4,P019]",PM
"PM[R3,R4,P019]",PM
"PM[R4,R4,P019]",PM
"PM[R1,R1,P020]",PM
"PM[R2,R1,P020]",PM
"PM[R3,R1,P020]",PM
"PM[R4,R1,P020]",PM
"PM[R1,R2,P020]",PM
"PM[R2,R2,P020]",PM
"PM[R3,R2,P020]",PM
"PM[R4,R2,P020]",PM
"PM[R1,R3,P020]",PM
"PM[R2,R3,P020]",PM
"PM[R3,R3,P020]",PM
"PM[R4,R3,P020]",PM
"PM[R1,R4,P020]",PM
"PM[R2,R4,P020]",PM
"PM[R3,R4,P020]",PM
"PM[R4,R4,P020]",PM
"PM[R1,R1,P021]",PM
"PM[R2,R1,P021]",PM
"PM[R3,R1,P021]",PM
"PM[R4,R1,P021]",PM
"PM[R1,R2,P021]",PM
"PM[R2,R2,P021]",PM
"PM[R3,R2,P021]",PM
"PM[R4,R2,P021]",PM
"PM[R1,R3,P021]",PM
"PM[R2,R3,P021]",PM
"PM[R3,R3,P021]",PM
"PM[R4,R3,P021]",PM
"PM[R1,R4,P021]",PM
"PM[R2,R4,P021]",PM
"PM[R3,R4,P021]",PM
"PM[R4,R4,P021]",PM
"PM[R1,R1,P022]",PM
"PM[R2,R1,P022]",PM
"PM[R3,R1,P022]",PM
"PM[R4,R1,P022]",PM
"PM[R1,R2,P022]",PM
"PM[R2,R2,P022]",PM
"PM[R3,R2,P022]",PM
"PM[R4,R2,P022]",PM
"PM[R1,R3,P022]",PM
"PM[R2,R3,P022]",PM
"PM[R3,R3,P022]",PM
"PM[R4,R3,P022]",PM
"PM[R1,R4,P022]",PM
"PM[R2,R4,P022]",PM
"PM[R3,R4,P022]",PM
"PM[R4,R4,P022]",PM
"PM[R1,R1,P023]",PM
"PM[R2,R1,P023]",PM
"PM[R3,R1,P023]",PM
"PM[R4,R1,P023]",PM
"PM[R1,R2,P023]",PM
"PM[R2,R2,P023]",PM
"PM[R3,R2,P023]",PM
"PM[R4,R2,P023]",PM
"PM[R1,R3,P023]",PM
"PM[R2,R3,P023]",PM
"PM[R3,R3,P023]",PM
"PM[R4,R3,P023]",PM
"PM[R1,R4,P023]",PM
"PM[R2,R4,P023]",PM
"PM[R3,R4,P023]",PM
"PM[R4,R4,P023]",PM
"PM[R1,R1,P024]",PM
"PM[R2,R1,P024]",PM
"PM[R3,R1,P024]",PM
"PM[R4,R1,P024]",PM
"PM[R1,R2,P024]",PM
"PM[R2,R2,P024]",PM
"PM[R3,R2,P024]",PM
"PM[R4,R2,P024]",PM
"PM[R1,R3,P024]",PM
"PM[R2,R3,P024]",PM
"PM[R3,R3,P024]",PM
"PM[R4,R3,P024]",PM
"PM[R1,R4,P024]",PM
"PM[R2,R4,P024]",PM
"PM[R3,R4,P024]",PM
"PM[R4,R4,P024]",PM
"PM[R1,R1,P025]",PM
"PM[R2,R1,P025]",PM
"PM[R3,R1,P025]",PM
"PM[R4,R1,P025]",PM
"PM[R1,R2,P025]",PM
"PM[R2,R2,P025]",PM
"PM[R3,R2,P025]",PM
"PM[R4,R2,P025]",PM
"PM[R1,R3,P025]",PM
"PM[R2,R3,P025]",PM
"PM[R3,R3,P025]",PM
"PM[R4,R3,P025]",PM
"PM[R1,R4,P025]",PM
"PM[R2,R4,P025]",PM
"PM[R3,R4,P025]",PM
"PM[R4,R4,P025]",PM
"PM[R1,R1,P026]",PM
"PM[R2,R1,P026]",PM
"PM[R3,R1,P026]",PM
"PM[R4,R1,P026]",PM
"PM[R1,R2,P026]",PM
"PM[R2,R2,P026]",PM
"PM[R3,R2,P026]",PM
"PM[R4,R2,P026]",PM
"PM[R1,R3,P026]",PM
"PM[R2,R3,P026]",PM
"PM[R3,R3,P026]",PM
"PM[R4,R3,P026]",PM
"PM[R1,R4,P026]",PM
"PM[R2,R4,P026]",PM
"PM[R3,R4,P026]",PM
"PM[R4,R4,P026]",PM
"PM[R1,R1,P027]",PM
"PM[R2,R1,P027]",PM
"PM[R3,R1,P027]",PM
"PM[R4,R1,P027]",PM
"PM[R1,R2,P027]",PM
"PM[R2,R2,P027]",PM
"PM[R3,R2,P027]",PM
"PM[R4,R2,P027]",PM
"PM[R1,R3,P027]",PM
"PM[R2,R3,P027]",PM
"PM[R3,R3,P027]",PM
"PM[R4,R3,P027]",PM
"PM[R1,R4,P027]",PM
"PM[R2,R4,P027]",PM
"PM[R3,R4,P027]",PM
"PM[R4,R4,P027]",PM
"PM[R1,R1,P028]",PM
"PM[R2,R1,P028]",PM
"PM[R3,R1,P028]",PM
"PM[R4,R1,P028]",PM
"PM[R1,R2,P028]",PM
"PM[R2,R2,P028]",PM
"PM[R3,R2,P028]",PM
"PM[R4,R2,P028]",PM
"PM[R1,R3,P028]",PM
"PM[R2,R3,P028]",PM
"PM[R3,R3,P028]",PM
"PM[R4,R3,P028]",PM
"PM[R1,R4,P028]",PM
"PM[R2,R4,P028]",PM
"PM[R3,R4,P028]",PM
"PM[R4,R4,P028]",PM
"PM[R1,R1,P029]",PM
"PM[R2,R1,P029]",PM
"PM[R3,R1,P029]",PM
"PM[R4,R1,P029]",PM
"PM[R1,R2,P029]",PM
"PM[R2,R2,P029]",PM
"PM[R3,R2,P029]",PM
"PM[R4,R2,P029]",PM
"PM[R1,R3,P029]",PM
"PM[R2,R3,P029]",PM
"PM[R3,R3,P029]",PM
"PM[R4,R3,P029]",PM
"PM[R1,R4,P029]",PM
"PM[R2,R4,P029]",PM
"PM[R3,R4,P029]",PM
"PM[R4,R4,P029]",PM
"PM[R1,R1,P030]",PM
"PM[R2,R1,P030]",PM
"PM[R3,R1,P030]",PM
"PM[R4,R1,P030]",PM
"PM[R1,R2,P030]",PM
"PM[R2,R2,P030]",PM
"PM[R3,R2,P030]",PM
"PM[R4,R2,P030]",PM
"PM[R1,R3,P030]",PM
"PM[R2,R3,P030]",PM
"PM[R3,R3,P030]",PM
"PM[R4,R3,P030]",PM
"PM[R1,R4,P030]",PM
"PM[R2,R4,P030]",PM
"PM[R3,R4,P030]",PM
"PM[R4,R4,P030]",PM
"PM[R1,R1,P031]",PM
"PM[R2,R1,P031]",PM
"PM[R3,R1,P031]",PM
"PM[R4,R1,P031]",PM
"PM[R1,R2,P031]",PM
"PM[R2,R2,P031]",PM
"PM[R3,R2,P031]",PM
"PM[R4,R2,P031]",PM
"PM[R1,R3,P031]",PM
"PM[R2,R3,P031]",PM
"PM[R3,R3,P031]",PM
"PM[R4,R3,P031]",PM
"PM[R1,R4,P031]",PM
"PM[R2,R4,P031]",PM
"PM[R3,R4,P031]",PM
"PM[R4,R4,P031]",PM
"PM[R1,R1,P032]",PM
"PM[R2,R1,P032]",PM
"PM[R3,R1,P032]",PM
"PM[R4,R1,P032]",PM
"PM[R1,R2,P032]",PM
"PM[R2,R2,P032]",PM
"PM[R3,R2,P032]",PM
"PM[R4,R2,P032]",PM
"PM[R1,R3,P032]",PM
"PM[R2,R3,P032]",PM
"PM[R3,R3,P032]",PM
"PM[R4,R3,P032]",PM
"PM[R1,R4,P032]",PM
"PM[R2,R4,P032]",PM
"PM[R3,R4,P032]",PM
"PM[R4,R4,P032]",PM
"PM[R1,R1,P033]",PM
"PM[R2,R1,P033]",PM
"PM[R3,R1,P033]",PM
"PM[R4,R1,P033]",PM
"PM[R1,R2,P033]",PM
"PM[R2,R2,P033]",PM
"PM[R3,R2,P033]",PM
"PM[R4,R2,P033]",PM
"PM[R1,R3,P033]",PM
"PM[R2,R3,P033]",PM
"PM[R3,R3,P033]",PM
"PM[R4,R3,P033]",PM
"PM[R1,R4,P033]",PM
"PM[R2,R4,P033]",PM
"PM[R3,R4,P033]",PM
"PM[R4,R4,P033]",PM
"PM[R1,R1,P034]",PM
"PM[R2,R1,P034]",PM
"PM[R3,R1,P034]",PM
"PM[R4,R1,P034]",PM
"PM[R1,R2,P034]",PM
"PM[R2,R2,P034]",PM
"PM[R3,R2,P034]",PM
"PM[R4,R2,P034]",PM
"PM[R1,R3,P034]",PM
"PM[R2,R3,P034]",PM
"PM[R3,R3,P034]",PM
"PM[R4,R3,P034]",PM
"PM[R1,R4,P034]",PM
"PM[R2,R4,P034]",PM
"PM[R3,R4,P034]",PM
"PM[R4,R4,P034]",PM
"PM[R1,R1,P035]",PM
"PM[R2,R1,P035]",PM
"PM[R3,R1,P035]",PM
"PM[R4,R1,P035]",PM
"PM[R1,R2,P035]",PM
"PM[R2,R2,P035]",PM
"PM[R3,R2,P035]",PM
"PM[R4,R2,P035]",PM
"PM[R1,R3,P035]",PM
"PM[R2,R3,P035]",PM
"PM[R3,R3,P035]",PM
"PM[R4,R3,P035]",PM
"PM[R1,R4,P035]",PM
"PM[R2,R4,P035]",PM
"PM[R3,R4,P035]",PM
"PM[R4,R4,P035]",PM
"PM[R1,R1,P036]",PM
"PM[R2,R1,P036]",PM
"PM[R3,R1,P036]",PM
"PM[R4,R1,P036]",PM
"PM[R1,R2,P036]",PM
"PM[R2,R2,P036]",PM
"PM[R3,R2,P036]",PM
"PM[R4,R2,P036]",PM
"PM[R1,R3,P036]",PM
"PM[R2,R3,P036]",PM
"PM[R3,R3,P036]",PM
"PM[R4,R3,P036]",PM
"PM[R1,R4,P036]",PM
"PM[R2,R4,P036]",PM
"PM[R3,R4,P036]",PM
"PM[R4,R4,P036]",PM
"PM[R1,R1,P037]",PM
"PM[R2,R1,P037]",PM
"PM[R3,R1,P037]",PM
"PM[R4,R1,P037]",PM
"PM[R1,R2,P037]",PM
"PM[R2,R2,P037]",PM
"PM[R3,R2,P037]",PM
"PM[R4,R2,P037]",PM
"PM[R1,R3,P037]",PM
"PM[R2,R3,P037]",PM
"PM[R3,R3,P037]",PM
"PM[R4,R3,P037]",PM
"PM[R1,R4,P037]",PM
"PM[R2,R4,P037]",PM
"PM[R3,R4,P037]",PM
"PM[R4,R4,P037]",PM
"PM[R1,R1,P038]",PM
"PM[R2,R1,P038]",PM
"PM[R3,R1,P038]",PM
"PM[R4,R1,P038]",PM
"PM[R1,R2,P038]",PM
"PM[R2,R2,P038]",PM
"PM[R3,R2,P038]",PM
"PM[R4,R2,P038]",PM
"PM[R1,R3,P038]",PM
"PM[R2,R3,P038]",PM
"PM[R3,R3,P038]",PM
"PM[R4,R3,P038]",PM
"PM[R1,R4,P038]",PM
"PM[R2,R4,P038]",PM
"PM[R3,R4,P038]",PM
"PM[R4,R4,P038]",PM
"PM[R1,R1,P039]",PM
"PM[R2,R1,P039]",PM
"PM[R3,R1,P039]",PM
"PM[R4,R1,P039]",PM
"PM[R1,R2,P039]",PM
"PM[R2,R2,P039]",PM
"PM[R3,R2,P039]",PM
"PM[R4,R2,P039]",PM
"PM[R1,R3,P039]",PM
"PM[R2,R3,P039]",PM
"PM[R3,R3,P039]",PM
"PM[R4,R3,P039]",PM
"PM[R1,R4,P039]",PM
"PM[R2,R4,P039]",PM
"PM[R3,R4,P039]",PM
"PM[R4,R4,P039]",PM
"PM[R1,R1,P040]",PM
"PM[R2,R1,P040]",PM
"PM[R3,R1,P040]",PM
"PM[R4,R1,P040]",PM
"PM[R1,R2,P040]",PM
"PM[R2,R2,P040]",PM
"PM[R3,R2,P040]",PM
"PM[R4,R2,P040]",PM
"PM[R1,R3,P040]",PM
"PM[R2,R3,P040]",PM
"PM[R3,R3,P040]",PM
"PM[R4,R3,P040]",PM
"PM[R1,R4,P040]",PM
"PM[R2,R4,P040]",PM
"PM[R3,R4,P040]",PM
"PM[R4,R4,P040]",PM
"PM[R1,R1,P041]",PM
"PM[R2,R1,P041]",PM
"PM[R3,R1,P041]",PM
"PM[R4,R1,P041]",PM
"PM[R1,R2,P041]",PM
"PM[R2,R2,P041]",PM
"PM[R3,R2,P041]",PM
"PM[R4,R2,P041]",PM
"PM[R1,R3,P041]",PM
"PM[R2,R3,P041]",PM
"PM[R3,R3,P041]",PM
"PM[R4,R3,P041]",PM
"PM[R1,R4,P041]",PM
"PM[R2,R4,P041]",PM
"PM[R3,R4,P041]",PM
"PM[R4,R4,P041]",PM
"PM[R1,R1,P042]",PM
"PM[R2,R1,P042]",PM
"PM[R3,R1,P042]",PM
"PM[R4,R1,P042]",PM
"PM[R1,R2,P042]",PM
"PM[R2,R2,P042]",PM
"PM[R3,R2,P042]",PM
"PM[R4,R2,P042]",PM
"PM[R1,R3,P042]",PM
"PM[R2,R3,P042]",PM
"PM[R3,R3,P042]",PM
"PM[R4,R3,P042]",PM
"PM[R1,R4,P042]",PM
"PM[R2,R4,P042]",PM
"PM[R3,R4,P042]",PM
"PM[R4,R4,P042]",PM
"PM[R1,R1,P043]",PM
"PM[R2,R1,P043]",PM
"PM[R3,R1,P043]",PM
"PM[R4,R1,P043]",PM
"PM[R1,R2,P043]",PM
"PM[R2,R2,P043]",PM
"PM[R3,R2,P043]",PM
"PM[R4,R2,P043]",PM
"PM[R1,R3,P043]",PM
"PM[R2,R3,P043]",PM
"PM[R3,R3,P043]",PM
"PM[R4,R3,P043]",PM
"PM[R1,R4,P043]",PM
"PM[R2,R4,P043]",PM
"PM[R3,R4,P043]",PM
"PM[R4,R4,P043]",PM
"PM[R1,R1,P044]",PM
"PM[R2,R1,P044]",PM
"PM[R3,R1,P044]",PM
"PM[R4,R1,P044]",PM
"PM[R1,R2,P044]",PM
"PM[R2,R2,P044]",PM
"PM[R3,R2,P044]",PM
"PM[R4,R2,P044]",PM
"PM[R1,R3,P044]",PM
"PM[R2,R3,P044]",PM
"PM[R3,R3,P044]",PM
"PM[R4,R3,P044]",PM
"PM[R1,R4,P044]",PM
"PM[R2,R4,P044]",PM
"PM[R3,R4,P044]",PM
"PM[R4,R4,P044]",PM
"PM[R1,R1,P045]",PM
"PM[R2,R1,P045]",PM
"PM[R3,R1,P045]",PM
"PM[R4,R1,P045]",PM
"PM[R1,R2,P045]",PM
"PM[R2,R2,P045]",PM
"PM[R3,R2,P045]",PM
"PM[R4,R2,P045]",PM
"PM[R1,R3,P045]",PM
"PM[R2,R3,P045]",PM
"PM[R3,R3,P045]",PM
"PM[R4,R3,P045]",PM
"PM[R1,R4,P045]",PM
"PM[R2,R4,P045]",PM
"PM[R3,R4,P045]",PM
"PM[R4,R4,P045]",PM
"PM[R1,R1,P046]",PM
"PM[R2,R1,P046]",PM
"PM[R3,R1,P046]",PM
"PM[R4,R1,P046]",PM
"PM[R1,R2,P046]",PM
"PM[R2,R2,P046]",PM
"PM[R3,R2,P046]",PM
"PM[R4,R2,P046]",PM
"PM[R1,R3,P046]",PM
"PM[R2,R3,P046]",PM
"PM[R3,R3,P046]",PM
"PM[R4,R3,P046]",PM
"PM[R1,R4,P046]",PM
"PM[R2,R4,P046]",PM
"PM[R3,R4,P046]",PM
"PM[R4,R4,P046]",PM
"PM[R1,R1,P047]",PM
"PM[R2,R1,P047]",PM
"PM[R3,R1,P047]",PM
"PM[R4,R1,P047]",PM
"PM[R1,R2,P047]",PM
"PM[R2,R2,P047]",PM
"PM[R3,R2,P047]",PM
"PM[R4,R2,P047]",PM
"PM[R1,R3,P047]",PM
"PM[R2,R3,P047]",PM
"PM[R3,R3,P047]",PM
"PM[R4,R3,P047]",PM
"PM[R1,R4,P047]",PM
"PM[R2,R4,P047]",PM
"PM[R3,R4,P047]",PM
"PM[R4,R4,P047]",PM
"PM[R1,R1,P048]",PM
"PM[R2,R1,P048]",PM
"PM[R3,R1,P048]",PM
"PM[R4,R1,P048]",PM
"PM[R1,R2,P048]",PM
"PM[R2,R2,P048]",PM
"PM[R3,R2,P048]",PM
"PM[R4,R2,P048]",PM
"PM[R1,R3,P048]",PM
"PM[R2,R3,P048]",PM
"PM[R3,R3,P048]",PM
"PM[R4,R3,P048]",PM
"PM[R1,R4,P048]",PM
"PM[R2,R4,P048]",PM
"PM[R3,R4,P048]",PM
"PM[R4,R4,P048]",PM
"PM[R1,R1,P049]",PM
"PM[R2,R1,P049]",PM
"PM[R3,R1,P049]",PM
"PM[R4,R1,P049]",PM
"PM[R1,R2,P049]",PM
"PM[R2,R2,P049]",PM
"PM[R3,R2,P049]",PM
"PM[R4,R2,P049]",PM
"PM[R1,R3,P049]",PM
"PM[R2,R3,P049]",PM
"PM[R3,R3,P049]",PM
"PM[R4,R3,P049]",PM
"PM[R1,R4,P049]",PM
"PM[R2,R4,P049]",PM
"PM[R3,R4,P049]",PM
"PM[R4,R4,P049]",PM
"PM[R1,R1,P050]",PM
"PM[R2,R1,P050]",PM
"PM[R3,R1,P050]",PM
"PM[R4,R1,P050]",PM
"PM[R1,R2,P050]",PM
"PM[R2,R2,P050]",PM
"PM[R3,R2,P050]",PM
"PM[R4,R2,P050]",PM
"PM[R1,R3,P050]",PM
"PM[R2,R3,P050]",PM
"PM[R3,R3,P050]",PM
"PM[R4,R3,P050]",PM
"PM[R1,R4,P050]",PM
"PM[R2,R4,P050]",PM
"PM[R3,R4,P050]",PM
"PM[R4,R4,P050]",PM
"PM[R1,R1,P051]",PM
"PM[R2,R1,P051]",PM
"PM[R3,R1,P051]",PM
"PM[R4,R1,P051]",PM
"PM[R1,R2,P051]",PM
"PM[R2,R2,P051]",PM
"PM[R3,R2,P051]",PM
"PM[R4,R2,P051]",PM
"PM[R1,R3,P051]",PM
"PM[R2,R3,P051]",PM
"PM[R3,R3,P051]",PM
"PM[R4,R3,P051]",PM
"PM[R1,R4,P051]",PM
"PM[R2,R4,P051]",PM
"PM[R3,R4,P051]",PM
"PM[R4,R4,P051]",PM
"PM[R1,R1,P052]",PM
"PM[R2,R1,P052]",PM
"PM[R3,R1,P052]",PM
"PM[R4,R1,P052]",PM
"PM[R1,R2,P052]",PM
"PM[R2,R2,P052]",PM
"PM[R3,R2,P052]",PM
"PM[R4,R2,P052]",PM
"PM[R1,R3,P052]",PM
"PM[R2,R3,P052]",PM
"PM[R3,R3,P052]",PM
"PM[R4,R3,P052]",PM
"PM[R1,R4,P052]",PM
"PM[R2,R4,P052]",PM
"PM[R3,R4,P052]",PM
"PM[R4,R4,P052]",PM
"PM[R1,R1,P053]",PM
"PM[R2,R1,P053]",PM
"PM[R3,R1,P053]",PM
"PM[R4,R1,P053]",PM
"PM[R1,R2,P053]",PM
"PM[R2,R2,P053]",PM
"PM[R3,R2,P053]",PM
"PM[R4,R2,P053]",PM
"PM[R1,R3,P053]",PM
"PM[R2,R3,P053]",PM
"PM[R3,R3,P053]",PM
"PM[R4,R3,P053]",PM
"PM[R1,R4,P053]",PM
"PM[R2,R4,P053]",PM
"PM[R3,R4,P053]",PM
"PM[R4,R4,P053]",PM
"PM[R1,R1,P054]",PM
"PM[R2,R1,P054]",PM
"PM[R3,R1,P054]",PM
"PM[R4,R1,P054]",PM
"PM[R1,R2,P054]",PM
"PM[R2,R2,P054]",PM
"PM[R3,R2,P054]",PM
"PM[R4,R2,P054]",PM
"PM[R1,R3,P054]",PM
"PM[R2,R3,P054]",PM
"PM[R3,R3,P054]",PM
"PM[R4,R3,P054]",PM
"PM[R1,R4,P054]",PM
"PM[R2,R4,P054]",PM
"PM[R3,R4,P054]",PM
"PM[R4,R4,P054]",PM
"PM[R1,R1,P055]",PM
"PM[R2,R1,P055]",PM
"PM[R3,R1,P055]",PM
"PM[R4,R1,P055]",PM
"PM[R1,R2,P055]",PM
"PM[R2,R2,P055]",PM
"PM[R3,R2,P055]",PM
"PM[R4,R2,P055]",PM
"PM[R1,R3,P055]",PM
"PM[R2,R3,P055]",PM
"PM[R3,R3,P055]",PM
"PM[R4,R3,P055]",PM
"PM[R1,R4,P055]",PM
"PM[R2,R4,P055]",PM
"PM[R3,R4,P055]",PM
"PM[R4,R4,P055]",PM
"PM[R1,R1,P056]",PM
"PM[R2,R1,P056]",PM
"PM[R3,R1,P056]",PM
"PM[R4,R1,P056]",PM
"PM[R1,R2,P056]",PM
"PM[R2,R2,P056]",PM
"PM[R3,R2,P056]",PM
"PM[R4,R2,P056]",PM
"PM[R1,R3,P056]",PM
"PM[R2,R3,P056]",PM
"PM[R3,R3,P056]",PM
"PM[R4,R3,P056]",PM
"PM[R1,R4,P056]",PM
"PM[R2,R4,P056]",PM
"PM[R3,R4,P056]",PM
"PM[R4,R4,P056]",PM
"PM[R1,R1,P057]",PM
"PM[R2,R1,P057]",PM
"PM[R3,R1,P057]",PM
"PM[R4,R1,P057]",PM
"PM[R1,R2,P057]",PM
"PM[R2,R2,P057]",PM
"PM[R3,R2,P057]",PM
"PM[R4,R2,P057]",PM
"PM[R1,R3,P057]",PM
"PM[R2,R3,P057]",PM
"PM[R3,R3,P057]",PM
"PM[R4,R3,P057]",PM
"PM[R1,R4,P057]",PM
"PM[R2,R4,P057]",PM
"PM[R3,R4,P057]",PM
"PM[R4,R4,P057]",PM
"PM[R1,R1,P058]",PM
"PM[R2,R1,P058]",PM
"PM[R3,R1,P058]",PM
"PM[R4,R1,P058]",PM
"PM[R1,R2,P058]",PM
"PM[R2,R2,P058]",PM
"PM[R3,R2,P058]",PM
"PM[R4,R2,P058]",PM
"PM[R1,R3,P058]",PM
"PM[R2,R3,P058]",PM
"PM[R3,R3,P058]",PM
"PM[R4,R3,P058]",PM
"PM[R1,R4,P058]",PM
"PM[R2,R4,P058]",PM
"PM[R3,R4,P058]",PM
"PM[R4,R4,P058]",PM
"PM[R1,R1,P059]",PM
"PM[R2,R1,P059]",PM
"PM[R3,R1,P059]",PM
"PM[R4,R1,P059]",PM
"PM[R1,R2,P059]",PM
"PM[R2,R2,P059]",PM
"PM[R3,R2,P059]",PM
"PM[R4,R2,P059]",PM
"PM[R1,R3,P059]",PM
"PM[R2,R3,P059]",PM
"PM[R3,R3,P059]",PM
"PM[R4,R3,P059]",PM
"PM[R1,R4,P059]",PM
"PM[R2,R4,P059]",PM
"PM[R3,R4,P059]",PM
"PM[R4,R4,P059]",PM
"PM[R1,R1,P060]",PM
"PM[R2,R1,P060]",PM
"PM[R3,R1,P060]",PM
"PM[R4,R1,P060]",PM
"PM[R1,R2,P060]",PM
"PM[R2,R2,P060]",PM
"PM[R3,R2,P060]",PM
"PM[R4,R2,P060]",PM
"PM[R1,R3,P060]",PM
"PM[R2,R3,P060]",PM
"PM[R3,R3,P060]",PM
"PM[R4,R3,P060]",PM
"PM[R1,R4,P060]",PM
"PM[R2,R4,P060]",PM
"PM[R3,R4,P060]",PM
"PM[R4,R4,P060]",PM
"PM[R1,R1,P061]",PM
"PM[R2,R1,P061]",PM
"PM[R3,R1,P061]",PM
"PM[R4,R1,P061]",PM
"PM[R1,R2,P061]",PM
"PM[R2,R2,P061]",PM
"PM[R3,R2,P061]",PM
"PM[R4,R2,P061]",PM
"PM[R1,R3,P061]",PM
"PM[R2,R3,P061]",PM
"PM[R3,R3,P061]",PM
"PM[R4,R3,P061]",PM
"PM[R1,R4,P061]",PM
"PM[R2,R4,P061]",PM
"PM[R3,R4,P061]",PM
"PM[R4,R4,P061]",PM
"PM[R1,R1,P062]",PM
"PM[R2,R1,P062]",PM
"PM[R3,R1,P062]",PM
"PM[R4,R1,P062]",PM
"PM[R1,R2,P062]",PM
"PM[R2,R2,P062]",PM
"PM[R3,R2,P062]",PM
"PM[R4,R2,P062]",PM
"PM[R1,R3,P062]",PM
"PM[R2,R3,P062]",PM
"PM[R3,R3,P062]",PM
"PM[R4,R3,P062]",PM
"PM[R1,R4,P062]",PM
"PM[R2,R4,P062]",PM
"PM[R3,R4,P062]",PM
"PM[R4,R4,P062]",PM
"PM[R1,R1,P063]",PM
"PM[R2,R1,P063]",PM
